Probeset_ID,Gene Symbol,Mo Bl Ly6C+ II-,Sample_,Sample_,Sample_
10419900,Myh6 or Myh7,-50.14,-31.76,-53.26,-66.17
10419932,Mir208a,-86.17,-72.04,-78.97,-97.60
10419934,Myh7,-47.74,-40.80,-59.37,-44.35
10419966,Zfhx2 or Zfhx2as,-37.29,-25.74,-33.63,-52.90
10419977,Ap1g2 or Thtpa,53.32,60.43,64.02,34.46
10419999,Jph4,-41.09,-21.93,-48.39,-56.40
10420009,---,-37.12,-24.48,-29.04,-57.49
10420011,Myl6,-54.33,-32.05,-62.42,-73.58
10420013,Nrl,-27.49,-31.69,12.64,-64.79
10420019,Gm10876,30.46,37.60,40.45,11.83
10420021,Dcaf11,72.79,74.27,83.84,55.36
10420023,Fam158a,-40.17,-51.43,-42.61,-27.25
10420030,Psme2,26.18,25.56,8.24,45.51
10420035,Ipo4,-68.16,-74.53,-63.94,-65.12
10420071,Tm9sf1 or Ipo4,-31.88,-22.59,-16.21,-52.80
10420080,Mdp1,31.43,21.73,34.06,38.32
10420089,Nedd8,-42.59,-42.80,-53.77,-31.88
10420097,Tinf2,29.43,26.35,33.40,28.23
10420114,Tgm1,18.72,31.57,24.79,-0.06
10420131,Rabggta,39.52,51.32,35.39,28.77
10420155,Dhrs1,-32.31,-29.48,-45.50,-18.18
10420165,Cideb,-42.66,-37.05,-43.88,-46.41
10420171,Adcy4,-27.12,-25.30,-29.16,-26.57
10420198,Ripk3,35.39,48.20,26.87,30.21
10420209,Cbln3,-54.14,-68.39,-71.78,-26.16
10420216,Sdr39u1,-64.29,-56.54,-53.89,-77.97
10420225,Cma1,-54.69,-42.42,-55.54,-67.88
10420237,Ube2j2 or Gm5801,37.27,34.39,10.56,62.17
10420241,Mcpt9 or Cma2,-54.33,-32.05,-62.42,-73.58
10420247,Mcpt4,-45.26,-35.68,-43.72,-58.28
10420254,Mcpt8,-41.11,-77.19,-21.97,-33.58
10420261,Ctsg,-10.74,-15.35,-9.34,-8.35
10420268,Gzme or Gzmd,-25.49,-46.07,-10.37,-29.32
10420274,Gzmd,-72.92,-47.62,-89.72,-78.59
10420280,Gzmg,-37.19,-31.25,-29.09,-53.42
10420286,Gzmn,-47.00,-31.71,-47.44,-63.71
10420295,Gzmf,-34.26,-61.95,-12.21,-45.26
10420302,Gzmc,-48.40,-42.78,-28.29,-80.66
10420308,Gzmb,-47.69,-54.91,-34.54,-57.80
10420316,Atp12a,43.48,26.92,47.23,54.91
10420320,Cenpj,50.08,68.15,53.46,19.91
10420338,Pspc1,10.86,5.56,15.99,10.11
10420348,Zmym5,26.40,23.16,37.09,19.58
10420357,---,-86.64,-65.08,-96.69,-90.63
10420359,Gja3,-37.79,-22.50,-46.22,-43.52
10420362,Gjb2,-62.81,-39.78,-89.77,-62.85
10420366,Gjb6,-53.75,-55.86,-33.98,-73.82
10420372,Cryl1,-23.70,-27.81,-16.33,-28.02
10420383,AU040096,-15.07,10.30,-27.36,-24.56
10420385,N6amt2,-75.33,-82.56,-70.43,-70.51
10420390,Xpo4 or Lats2,-27.49,-28.95,-32.55,-21.22
10420413,Lats2,91.97,92.26,94.16,89.27
10420426,F630043A04Rik,-73.74,-85.70,-85.49,-53.63
10420437,Zdhhc20,50.82,12.21,65.02,64.50
10420439,Zdhhc20,72.15,59.90,72.99,80.82
10420457,Efha1,79.04,69.77,83.54,82.38
10420470,---,-44.84,-25.80,-47.04,-60.42
10420472,1700129C05Rik,-71.86,-66.54,-83.66,-64.31
10420479,Gm5142,-40.12,-17.59,-61.06,-49.59
10420483,Phf11,54.96,55.33,41.24,65.69
10420488,D14Ertd668e,44.33,50.70,32.78,48.80
10420497,Gm6907,49.97,31.93,54.48,58.47
10420503,Setdb2,93.71,90.50,93.53,95.17
10420516,Cdadc1,30.34,10.34,40.58,36.39
10420532,Atp8a2,-60.66,-46.38,-71.57,-64.64
10420572,Nupl1 or Mir719,2.38,1.21,-0.16,6.34
10420589,Fam123a,-38.84,-60.51,-10.22,-43.94
10420591,---,-47.68,-60.25,-46.71,-35.78
10420594,C1qtnf9,-29.25,7.64,-37.29,-57.63
10420596,Tnfrsf19,-70.90,-75.28,-57.04,-79.96
10420614,Sacs,-2.34,21.08,14.03,-30.77
10420616,Sgcg or Sacs,-64.79,-57.76,-74.74,-62.31
10420628,---,29.11,8.75,34.30,43.85
10420631,Ebpl,-76.56,-71.56,-69.93,-85.55
10420637,Kpna3,-72.83,-65.41,-79.66,-70.07
10420657,Rps12,-54.33,-32.05,-62.42,-73.58
10420659,6330409N04Rik,-87.50,-86.32,-91.68,-82.85
10420666,Mir16-1,95.63,89.95,97.29,96.69
10420668,Mir15a,98.45,97.40,98.54,98.57
10420670,Dleu2,99.19,90.00,99.50,99.90
10420672,Dleu7,-5.55,5.62,-11.93,-6.72
10420675,Gucy1b2,-18.13,-22.24,-5.21,-27.79
10420694,Ints6,82.60,93.24,66.33,79.53
10420721,Defb48,-1.53,-0.80,29.27,-14.19
10420724,Defb30,20.20,34.21,58.07,-29.03
10420730,Fdft1 or Ctsb,-62.65,-59.14,-68.42,-59.92
10420736,Neil2,-27.74,-19.21,-8.61,-61.30
10420747,Gata4,-44.19,-30.07,-49.89,-55.05
10420758,Blk,-36.94,-29.75,-42.44,-38.93
10420775,---,-25.79,-55.61,12.15,-31.96
10420780,Tdh,-26.52,-35.51,-12.87,-43.08
10420785,Mtmr9,-6.33,-3.56,-5.04,-10.83
10420787,Mtmr9,49.22,48.81,49.42,49.36
10420798,4930578I06Rik,-29.28,-35.87,-26.45,-24.55
10420804,Prss55,-19.39,-15.12,-17.58,-26.35
10420811,Msra,-20.85,-22.68,-34.88,-7.97
10420823,Hmbox1,79.54,79.03,80.12,79.17
10420837,Extl3,-8.43,-10.52,-6.30,-8.29
10420846,Fzd3,-82.93,-72.67,-88.86,-86.01
10420853,Pnoc,4.68,2.70,34.09,-15.62
10420860,Elp3,-86.53,-85.11,-86.71,-87.54
10420877,Esco2,-71.85,-74.26,-53.42,-86.24
10420889,1110020C17Rik,-46.89,-61.31,-54.07,-25.73
10420891,Scara3,-69.41,-60.16,-79.73,-66.69
10420899,Gulo,-46.04,-54.11,-27.82,-60.15
10420913,Adam2,-37.20,-66.10,-32.42,-20.70
10420935,Ephx2,-89.22,-76.34,-96.55,-90.05
10420957,Ptk2b,83.20,80.91,84.61,84.01
10420986,Rpl21,-54.33,-32.05,-62.42,-73.58
10420988,Dpysl2,14.23,12.69,14.15,16.21
10421003,Bnip3l or LOC100044398 or Gm10480,-54.33,-32.05,-62.42,-73.58
10421012,Ppp2r2a,15.24,13.20,6.21,25.84
10421021,Gm6878,-0.38,69.92,-38.32,-23.94
10421026,Ebf2,-36.10,-10.85,-48.80,-65.31
10421029,Cdca2,-77.82,-81.74,-81.40,-68.26
10421046,Dock5,73.35,67.52,80.11,70.76
10421100,Nefm,-50.00,-36.19,-31.71,-87.51
10421106,Adam7,-36.21,-40.02,-28.24,-41.52
10421128,Adamdec1,-61.00,-44.10,-56.02,-84.21
10421143,Adam28,-39.69,-23.47,-52.02,-50.10
10421172,Slc25a37,-17.97,-14.31,-23.56,-16.92
10421180,Synb,-10.43,-4.43,5.29,-32.27
10421184,Loxl2,-17.43,-26.00,1.43,-28.54
10421186,Gm10002,61.64,59.36,58.22,66.37
10421188,R3hcc1,-96.75,-94.05,-95.83,-98.60
10421197,Chmp7,-16.58,6.43,-20.37,-34.31
10421212,Chmp7,55.90,30.28,76.03,49.82
10421214,Rhobtb2,-41.60,-53.16,-37.96,-34.14
10421227,2610301G19Rik,13.00,22.69,20.73,-5.79
10421250,9930012K11Rik,-45.32,-36.18,-68.77,-31.42
10421258,Pdlim2,-12.41,-17.66,-12.09,-8.44
10421269,Sorbs3,-85.68,-79.08,-82.69,-93.56
10421293,Ppp3cc,-98.87,-99.21,-96.25,-99.62
10421309,Slc39a14,-57.14,-20.33,-72.02,-68.72
10421325,Piwil2,-10.36,-5.42,-15.72,-13.93
10421349,---,29.79,4.26,73.86,-12.06
10421351,Polr3d,-46.53,-26.42,-60.39,-52.02
10421361,Bmp1,-70.71,-61.14,-61.39,-91.78
10421387,Sftpc,-48.53,-64.28,-47.84,-34.18
10421394,Fam160b2,82.61,84.38,82.24,81.22
10421418,Epb4.9,-78.97,-69.29,-89.66,-75.73
10421436,Fgf17,-41.53,-22.30,-50.69,-55.35
10421444,Npm2,-37.97,-20.41,-53.08,-47.28
10421456,Xpo7,8.08,22.26,4.02,0.12
10421486,Dok2,-3.16,-28.24,42.22,-9.91
10421488,Fndc3a,92.47,90.75,93.10,93.48
10421515,---,-49.73,-26.10,-88.15,-15.98
10421517,Cysltr2,-61.55,-71.95,-70.18,-45.04
10421524,---,-54.33,-32.05,-62.42,-73.58
10421526,Rb1,91.34,84.94,93.97,92.90
10421555,Mir687,86.91,84.01,79.02,93.67
10421557,Itm2b,77.12,76.17,77.30,77.52
10421567,Nudt15,16.19,46.87,25.51,-25.09
10421571,Rps6,-48.07,-40.94,-52.48,-49.88
10421573,Cbx3,-54.33,-32.05,-62.42,-73.58
10421577,Gm9779,70.54,60.23,89.15,50.68
10421581,Lrch1,76.00,69.24,85.04,72.32
10421605,Lrrc63,-19.26,-19.05,-13.10,-29.96
10421615,Spert,-21.22,-24.98,-12.05,-30.52
10421622,---,-26.39,-5.88,-20.37,-76.26
10421624,Cog3,92.39,92.32,91.77,93.35
10421648,Slc25a30,4.27,16.35,-5.63,3.57
10421661,Gtf2f2,-11.67,-4.22,-23.64,-6.88
10421670,---,42.77,18.31,63.48,41.63
10421672,1200011I18Rik,88.99,76.36,89.46,95.52
10421683,Rps2,-54.33,-32.05,-62.42,-73.58
10421685,Serp2,-80.78,-80.39,-81.15,-80.62
10421694,---,-58.97,-71.24,-52.22,-51.48
10421697,9030625A04Rik,53.20,44.08,56.45,58.33
10421707,Rpl23a or Gm10132 or Gm3362,-54.33,-32.05,-62.42,-73.58
10421709,Enox1 or Gm6994,-13.33,6.20,-23.65,-23.47
10421717,Gm1587,-5.78,46.53,-22.06,-28.32
10421723,Dnajc15,-33.85,-45.83,-47.04,-7.59
10421730,AU021034,-20.96,-7.54,-47.06,-21.40
10421737,Tnfsf11,-41.32,-38.80,-25.64,-57.97
10421749,Akap11,-86.72,-87.24,-87.74,-84.66
10421758,Akap11,-78.19,-75.11,-75.32,-83.41
10421768,Akap11,-54.33,-32.05,-62.42,-73.58
10421774,Dgkh,40.22,36.72,52.63,29.96
10421806,Zfp957,-47.63,-33.60,-64.96,-46.04
10421810,1190002H23Rik,-65.53,-59.11,-76.85,-60.92
10421817,Naa16,56.89,49.49,67.18,53.21
10421840,Wbp4,40.46,37.03,29.77,51.32
10421853,Lect1,-79.44,-81.93,-58.89,-92.52
10421863,Pcdh8,-30.81,-40.69,-19.43,-35.41
10421870,Gm10845,-18.14,-27.16,6.09,-30.63
10421873,---,-43.74,-71.95,-19.77,-38.47
10421875,---,-0.23,-6.34,-10.32,34.82
10421877,Diap3,-39.73,-40.82,-32.58,-45.28
10421906,---,-29.39,-40.26,-30.15,-17.34
10421908,Rps3a,23.21,14.35,17.94,37.07
10421911,Pcdh20,-67.79,-60.16,-62.70,-79.37
10421917,Gm5088 or Pabpc4 or LOC100503296,-54.33,-32.05,-62.42,-73.58
10421920,---,4.70,47.94,19.87,-38.36
10421922,---,40.85,57.42,36.45,27.72
10421924,Pcdh9,-62.69,-37.92,-78.38,-76.98
10421930,---,-47.90,-47.83,-23.03,-78.83
10421932,Pcdh9,-54.33,-32.05,-62.42,-73.58
10421934,Klhl1,-42.04,-56.97,-51.31,-24.68
10421948,---,-64.30,-71.72,-78.66,-40.37
10421950,Dach1,-71.10,-80.27,-53.72,-77.01
10421970,---,-81.96,-88.01,-89.76,-62.83
10421972,Rpl36a or Rpl36al or Gm13194,-45.25,-64.27,-59.44,-14.81
10421975,Mzt1,-44.22,-18.61,-73.56,-25.89
10421981,Dis3 or Pibf1,-73.39,-72.25,-74.20,-73.84
10422005,---,-26.07,-16.54,-9.23,-69.54
10422007,---,-40.54,-28.71,-32.85,-59.63
10422009,---,-29.39,-25.23,-34.33,-28.61
10422011,---,-1.21,44.81,22.33,-45.77
10422013,Klf12,-91.27,-88.15,-89.69,-95.17
10422022,---,-72.70,-56.33,-79.06,-81.45
10422024,---,35.10,69.34,8.31,15.56
10422026,1700110M21Rik,-36.82,-33.62,-33.71,-43.61
10422028,Tbc1d4,-45.04,-37.56,-63.83,-36.22
10422052,Commd6,-69.16,-66.42,-71.72,-68.80
10422055,---,-42.12,-40.68,-53.77,-30.96
10422057,Rpl7a,-54.33,-32.05,-62.42,-73.58
10422059,Kctd12 or Mir5130,82.65,86.69,82.40,79.10
10422067,Fbxl3,59.25,67.29,53.09,56.11
10422075,Mycbp2,90.17,82.74,94.01,91.98
10422161,---,-54.33,-32.05,-62.42,-73.58
10422164,Ednrb,-20.81,-12.27,-25.36,-24.97
10422176,D130079A08Rik,-17.34,-1.86,-21.61,-30.24
10422179,Pou4f1,-57.30,-47.60,-56.09,-68.09
10422185,Rnf219,-49.53,-50.55,-50.62,-47.84
10422194,Rbm26,19.50,10.05,18.48,29.23
10422219,---,-1.11,1.58,38.53,-31.42
10422225,---,1.09,76.18,-15.10,-37.62
10422227,Spry2,-80.84,-74.05,-86.63,-81.77
10422232,Gm4666 or Gm6219 or Gm4664 or Gm4663 or Gm9328 or Gm9327 or Gm9326 or Gm9325 or Gm9324 or Gm6234 or Gm6232 or Gm6280,-54.33,-32.05,-62.42,-73.58
10422234,---,4.55,15.93,-16.96,17.81
10422236,---,-21.97,-30.67,-10.46,-28.64
10422238,---,27.11,-21.94,23.89,69.75
10422240,Slitrk1,-61.75,-67.76,-75.55,-40.95
10422242,---,-22.25,-9.07,-46.35,-19.96
10422244,Slitrk6,-64.19,-36.79,-78.38,-83.66
10422247,---,-54.33,-32.05,-62.42,-73.58
10422249,Dct,-61.69,-66.19,-58.82,-59.69
10422259,Tgds,-30.33,-35.33,-15.47,-38.36
10422272,Sox21,-45.70,-26.09,-35.73,-75.72
10422280,Abcc4,91.40,92.50,91.50,90.18
10422312,Cldn10,-54.33,-32.05,-62.42,-73.58
10422321,Dzip1,-75.35,-53.80,-67.20,-95.46
10422348,Uggt2,-72.20,-66.01,-84.85,-65.54
10422387,Oxgr1,-31.48,-14.73,-21.66,-64.68
10422393,---,79.21,25.73,91.62,87.62
10422396,Stk24,88.09,86.12,84.91,92.50
10422412,Slc15a1,-55.47,-51.68,-55.20,-59.33
10422436,Dock9,-97.27,-97.63,-95.00,-98.47
10422493,Gpr18,23.90,18.41,28.89,23.08
10422496,Gpr183,58.93,55.73,62.14,57.86
10422500,Gm5089,-8.21,39.12,-0.68,-57.28
10422504,Zic5,39.04,72.01,25.20,5.84
10422509,---,26.99,42.28,8.69,26.48
10422512,A2ld1,-98.45,-96.45,-99.56,-98.04
10422518,Tmtc4,-96.55,-96.03,-97.04,-96.50
10422537,Nalcn,-68.89,-71.50,-56.35,-78.15
10422585,Fgf14,-49.66,-46.47,-56.07,-46.40
10422598,Sepp1,29.94,24.12,32.40,32.53
10422606,Fbxo4,92.36,92.04,91.48,93.04
10422608,Oxct1,-69.91,-72.32,-72.47,-65.70
10422628,Plcxd3,-68.56,-35.83,-98.26,-48.47
10422635,C6,-42.49,-42.95,-33.80,-52.51
10422655,Gapdh,-54.33,-32.05,-62.42,-73.58
10422657,Heatr7b2,-53.34,-57.19,-56.35,-46.82
10422699,---,-30.35,-26.69,-13.86,-62.94
10422701,Rpl37,-28.67,-45.03,-39.96,3.55
10422707,Prkaa1,59.47,56.46,56.02,65.14
10422718,Ttc33,0.35,-31.69,8.84,23.95
10422725,---,-79.06,-70.86,-75.13,-88.04
10422728,Dab2,-61.41,-53.41,-65.11,-68.11
10422744,Dab2,-69.75,-84.49,-86.45,-35.30
10422748,C9,-67.86,-68.56,-80.02,-53.59
10422760,Fyb,98.40,97.60,98.54,98.96
10422776,Phb or 1700071K01Rik,-54.33,-32.05,-62.42,-73.58
10422781,Rictor,30.68,48.01,23.11,20.71
10422822,Lifr,81.22,84.31,79.14,80.50
10422844,Gdnf,-36.47,-28.24,-39.84,-40.39
10422852,Rpl19,-54.33,-32.05,-62.42,-73.58
10422854,Nup155,-41.91,-28.78,-45.39,-49.49
10422892,2410089E03Rik,35.09,32.61,51.96,18.03
10422912,2410089E03Rik,-1.80,-19.28,16.63,2.23
10422942,---,41.56,-4.49,-12.72,88.00
10422944,AW557046,33.53,-6.88,66.32,27.78
10422946,Ranbp3l,-64.37,-78.14,-48.32,-66.76
10422962,Nadkd1,-68.59,-88.19,-57.57,-56.04
10422980,Lmbrd2,-12.50,-16.67,-24.58,3.13
10423002,Ugt3a1 or Ugt3a2,-37.87,-56.07,-20.70,-45.87
10423005,Ugt3a1,-55.85,-52.28,-44.48,-72.38
10423011,Ugt3a2,-49.83,-46.55,-65.98,-39.20
10423017,---,-20.47,-12.58,-18.28,-31.69
10423024,Capsl,-54.07,-63.15,-41.77,-58.99
10423030,Prlr,-64.29,-68.81,-54.61,-69.64
10423049,Prlr,-73.78,-78.12,-62.31,-79.81
10423053,Agxt2 or Prlr,-57.03,-33.43,-94.10,-38.50
10423068,Rad1,-27.71,-32.60,-27.59,-23.84
10423078,Gm10389,-5.52,27.93,-10.66,-19.40
10423080,C1qtnf3,-45.38,-35.89,-37.94,-65.37
10423090,Amacr,-78.51,-73.95,-67.40,-90.20
10423098,Slc45a2,-20.05,-28.85,-13.72,-19.33
10423109,Adamts12,-66.16,-64.05,-50.39,-83.92
10423134,Zfr,29.96,45.39,22.94,18.52
10423155,Mtmr12,18.66,8.84,26.96,20.86
10423172,Golph3,5.83,14.00,-18.95,18.27
10423180,Gapdh,-54.33,-32.05,-62.42,-73.58
10423185,Drosha,-53.11,-49.93,-51.67,-56.24
10423225,---,-73.39,-65.83,-81.57,-72.09
10423228,Nsa2,-44.52,-19.03,-49.89,-69.16
10423230,Cdh9,-78.99,-71.34,-71.48,-90.70
10423243,Cdh10,-90.40,-76.53,-97.40,-88.66
10423258,Cdh12,-41.27,-85.46,-16.48,-34.15
10423271,---,32.91,28.91,12.30,57.70
10423274,Cdh18,-76.30,-70.32,-67.48,-88.98
10423287,Cdh18,-54.33,-32.05,-62.42,-73.58
10423289,Cdh18,-75.13,-65.38,-81.27,-76.76
10423291,Gm5468,6.22,-14.02,48.18,-6.91
10423293,Myo10,-97.13,-96.26,-97.09,-98.05
10423333,Fam134b,-26.57,-24.63,-34.02,-20.71
10423346,Zfp622,24.34,63.49,-1.92,2.58
10423355,March11,-44.78,-44.42,-13.67,-76.18
10423358,March11,-86.69,-62.33,-94.93,-93.63
10423361,Rps2,-54.33,-32.05,-62.42,-73.58
10423363,Ank,-18.58,-17.89,-21.57,-15.72
10423379,Tiaf2,57.00,29.45,69.13,63.55
10423383,Fam105b,41.42,49.79,41.07,31.63
10423386,Gm9891,20.22,54.14,-17.96,30.60
10423388,Dnahc5,-47.62,-51.46,-43.48,-48.18
10423469,---,-18.91,-31.64,-11.26,-14.60
10423471,Ctnnd2,-68.69,-88.81,-49.45,-67.59
10423496,---,-54.33,-32.05,-62.42,-73.58
10423498,Dap,25.52,23.08,21.89,31.61
10423503,---,-58.57,-38.76,-75.11,-58.97
10423505,Cmbl,-70.72,-68.44,-48.95,-90.97
10423512,Fam173b,-3.25,5.70,-18.67,4.16
10423518,Tas2r119,-7.64,-1.52,56.13,-71.79
10423520,Sema5a,-79.21,-78.57,-68.93,-88.47
10423548,Sdc2,-77.55,-65.02,-84.11,-82.11
10423556,Pgcp,-21.71,-23.60,-22.13,-18.89
10423568,5730407I07Rik,-54.58,-54.25,-47.89,-61.35
10423570,---,-58.53,-32.93,-67.30,-78.08
10423575,---,-62.37,-48.38,-65.11,-72.96
10423577,Mtdh,37.55,14.94,44.59,49.34
10423593,Laptm4b,-83.75,-89.40,-79.35,-80.36
10423599,Matn2,-69.37,-78.51,-68.79,-60.80
10423623,BC030476,-63.82,-57.19,-77.37,-56.29
10423629,Pop1,-21.04,-17.37,-19.58,-27.69
10423647,Kcns2,-48.34,-45.81,-39.68,-61.41
10423654,Osr2,-59.65,-52.24,-48.59,-77.20
10423663,Vps13b,99.37,98.76,99.72,99.49
10423731,---,-1.26,-27.62,-2.51,53.93
10423733,Vps13b,87.79,92.69,89.01,78.95
10423738,---,-46.64,-82.05,-16.71,-59.63
10423740,---,-29.51,-14.72,-40.94,-36.90
10423742,Polr2k,-57.84,-53.69,-58.31,-62.10
10423745,Spag1,-9.22,-32.14,-0.47,2.58
10423768,Gm10385,22.28,-22.89,58.95,31.64
10423770,Grhl2,-50.09,-54.68,-32.04,-63.95
10423791,4930447A16Rik,-19.54,-41.17,-5.89,-19.89
10423796,---,-5.52,-5.02,-6.11,-5.38
10423798,Odf1,-58.21,-71.07,-63.10,-41.85
10423803,---,22.28,23.68,11.81,33.47
10423805,Atp6v1c1,-26.31,-30.57,-31.79,-16.76
10423821,Baalc,-41.59,-33.79,-34.12,-57.37
10423825,Fzd6,-90.82,-94.06,-87.19,-90.49
10423834,---,0.00,-4.84,-23.52,41.08
10423836,Cthrc1,-66.95,-60.28,-73.15,-68.61
10423842,Dcaf13 or Slc25a32,-32.82,-19.00,-41.22,-37.29
10423855,Rims2,-56.09,-54.59,-71.40,-45.29
10423894,Dcstamp,-29.85,-39.53,-21.56,-30.77
10423902,Zfpm2,-69.19,-81.91,-49.27,-75.66
10423917,---,-89.00,-89.84,-96.47,-73.67
10423919,4930555K19Rik,-41.42,-23.72,-10.36,-84.76
10423921,Oxr1,72.50,75.33,72.97,68.37
10423941,Ttc35,-53.91,-53.69,-64.61,-41.69
10423951,---,-1.80,-10.53,-11.73,20.65
10423953,Trhr,-38.98,-19.95,-25.76,-81.31
10423963,Eny2 or Nudcd1,-82.58,-86.96,-88.61,-69.89
10423971,Pkhd1l1,-57.73,-37.58,-48.72,-84.99
10424050,Ebag9,-35.30,-33.99,-62.02,-6.51
10424060,A930017M01Rik,-45.14,-77.31,-45.22,-19.41
10424062,A930017M01Rik,-57.62,-54.17,-67.36,-52.09
10424064,4930548G14Rik,-79.18,-68.89,-94.37,-66.16
10424066,---,-74.51,-69.26,-63.60,-90.03
10424068,---,-36.45,-13.03,-45.90,-69.14
10424070,Ewsr1,55.33,53.29,55.46,56.86
10424073,---,-59.30,-46.82,-49.22,-83.02
10424075,---,-54.33,-32.05,-62.42,-73.58
10424077,Utp23,23.48,18.39,39.90,8.58
10424082,Aard,-59.76,-63.39,-60.87,-55.90
10424086,Slc30a8,-41.76,-45.27,-21.60,-63.92
10424097,Med30,-44.56,-25.30,-43.32,-63.79
10424102,Gm7489,25.39,19.86,18.34,38.43
10424105,Colec10,-35.40,-27.39,-37.96,-42.82
10424113,Mal2,-68.25,-83.95,-59.98,-58.29
10424119,Nov,-76.16,-72.64,-73.36,-82.00
10424126,Deptor,16.51,23.34,10.19,15.36
10424140,Col14a1,-83.66,-98.68,-49.16,-85.60
10424188,Mtbp,-57.76,-63.46,-39.21,-74.47
10424211,Gm10370,-30.07,-16.97,-9.05,-70.46
10424213,Zhx2,-51.15,-53.39,-33.04,-61.02
10424221,Wdr67,26.19,20.87,35.94,20.02
10424245,Fam83a,-37.93,-14.53,-45.60,-59.01
10424250,Snrpd2,-54.33,-32.05,-62.42,-73.58
10424252,Wdyhv1,65.14,57.17,63.37,74.23
10424260,D15Ertd621e,75.26,65.01,83.42,74.43
10424287,Fer1l6,-54.77,-59.17,-37.13,-68.57
10424331,Trmt12,-15.41,-41.34,20.11,-23.33
10424335,Rnf139,78.82,64.02,83.65,84.71
10424340,Ndufb9,-89.58,-90.79,-93.42,-83.94
10424345,---,-17.19,-32.75,36.56,-47.84
10424347,---,19.04,2.70,18.98,35.16
10424349,Sqle,-59.62,-50.19,-63.97,-63.24
10424363,Nsmce2,-43.34,-64.66,-49.03,-12.62
10424370,Trib1,79.79,96.31,54.86,55.88
10424377,---,-54.33,-32.05,-62.42,-73.58
10424379,Srsf3,23.64,22.94,14.51,33.97
10424381,---,67.36,55.05,76.38,67.91
10424383,---,13.20,-0.65,53.37,-11.88
10424392,9930014A18Rik,-78.52,-71.14,-82.77,-81.08
10424398,Pvt1,-60.86,-92.30,-41.35,-46.02
10424400,Myc,-54.49,-27.33,-71.34,-64.33
10424404,Pvt1,-51.93,-52.99,-52.21,-50.99
10424411,Tsg101,-35.22,-42.63,-50.63,-6.74
10424413,Hmgb1,-54.33,-32.05,-62.42,-73.58
10424416,---,49.12,55.35,62.63,24.05
10424418,Gsdmcl1 or Gsdmcl-ps or 1700065I16Rik or Gsdmcl2,21.20,39.16,37.13,-9.74
10424424,Gsdmcl1 or Gsdmcl-ps or 1700065I16Rik or Gsdmcl2,-54.33,-32.05,-62.42,-73.58
10424430,Gsdmcl-ps,82.36,89.02,78.29,75.97
10424435,---,97.55,98.43,95.49,97.64
10424437,---,78.10,82.32,74.07,76.27
10424439,Efr3a,43.29,43.50,36.35,49.84
10424467,Phf20l1,93.04,89.47,93.53,95.48
10424485,Phf20l1,94.32,86.66,94.25,97.82
10424493,Tg,-17.11,-13.70,-19.80,-17.64
10424543,Wisp1,-65.49,-53.45,-52.60,-87.15
10424553,Rpl21,-54.33,-32.05,-62.42,-73.58
10424555,---,62.69,87.59,31.69,50.24
10424557,---,-54.02,-73.02,-65.55,-12.16
10424559,Khdrbs3,-93.86,-86.61,-92.23,-98.41
10424573,Khdrbs3,8.96,30.12,19.86,-17.45
10424575,---,-36.02,-20.87,-59.76,-30.69
10424577,Chrac1,-51.24,-47.97,-60.86,-44.09
10424582,---,-30.79,-10.57,-33.01,-72.52
10424584,Dennd3,-20.10,-22.94,-18.65,-18.05
10424607,Ptp4a3,-43.22,-46.36,-45.78,-38.62
10424622,---,64.40,58.99,74.87,54.29
10424624,Bai1,-29.35,-40.49,-24.72,-23.55
10424660,Jrk or 4933427E11Rik,-29.78,21.97,-29.30,-71.58
10424662,Psca,-36.50,-33.80,-27.44,-49.96
10424667,4930572J05Rik,-12.45,-14.22,-12.40,-10.83
10424670,Hemt1 or Gml,-28.67,-28.52,-12.32,-58.38
10424674,Hemt1,8.00,22.61,-14.92,24.29
10424676,Ly6e,89.13,92.38,86.45,87.67
10424683,Ly6g,-41.18,-41.59,-42.96,-38.99
10424686,BC025446,-17.28,-30.83,-7.47,-23.69
10424691,Ly6f,-39.19,-48.20,-17.49,-54.65
10424695,Gpihbp1,-42.63,-34.03,-53.69,-40.60
10424700,Zfp41,-75.19,-61.25,-85.47,-76.91
10424705,2810039B14Rik,28.15,13.36,56.82,6.90
10424711,Rhpn1,33.35,69.83,38.56,-21.45
10424731,Gsdmd,87.05,87.02,89.83,83.71
10424743,Tigd5,-7.62,-5.53,19.23,-32.59
10424746,Zfp623,21.02,33.13,19.01,9.77
10424750,Zfp707,-38.98,-38.71,-44.11,-33.80
10424756,Mapk15,-16.70,-15.03,-14.76,-20.78
10424772,K230010J24Rik,-42.91,-35.70,-62.52,-30.22
10424779,Cks2,-54.33,-32.05,-62.42,-73.58
10424781,Grina,11.98,16.00,7.04,12.37
10424789,Spatc1,-17.19,-12.25,-0.68,-42.30
10424796,Gm10345 or Oplah,-48.82,-45.08,-40.75,-61.23
10424804,Exosc4,-80.66,-75.33,-73.83,-90.54
10424810,Gpaa1,20.38,32.21,16.50,11.07
10424823,Rps6,-54.33,-32.05,-62.42,-73.58
10424825,Cyc1,-65.76,-59.96,-69.55,-68.21
10424833,Maf1,48.45,46.00,49.14,49.46
10424842,---,24.51,-3.32,30.89,40.68
10424853,Fam203a,-53.84,-49.13,-59.33,-53.04
10424860,Heatr7a,40.82,51.13,46.88,20.49
10424894,Heatr7a,36.76,31.72,37.38,40.37
